Course ID,Course Full Name,summary,summary_lower,parsed_duration_hours,duration_parse_confidence,parsed_prerequisite_text,mapped_prerequisite_course_id,prerequisite_map_note,parsed_grade_hint,parsed_audience_text
118, Java Threads,Summary:  A thread is a single sequential flow of control with in a program.  Intended Audience:  Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience.  Leaning Objectives:  Learn the concepts of multitasking using java threads.  Pre-requisites:  Knowledge of Java Application Deployment.,summary:  a thread is a single sequential flow of control with in a program.  intended audience:  developers of grade 5 &amp; above working in java with 2 – 6 months of experience.  leaning objectives:  learn the concepts of multitasking using java threads.  pre-requisites:  knowledge of java application deployment.,2.0,0.2,Knowledge of Java Application Deployment,11023.0,Mapped to catalog course 'Java' (score=1.00).,5+,Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience
119,JAXP,Summary:  A parser is a piece of program that takes a physical representation of some data and converts it in to an in-memory form for the program as a whole to use  Intended Audience:  Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience  Leaning Objectives:  To learn about different types of XML parsers in java  Pre-requisites:  Knowledge of Java Application Deployment,summary:  a parser is a piece of program that takes a physical representation of some data and converts it in to an in-memory form for the program as a whole to use  intended audience:  developers of grade 5 &amp; above working in java with 2 – 6 months of experience  leaning objectives:  to learn about different types of xml parsers in java  pre-requisites:  knowledge of java application deployment,2.0,0.2,Knowledge of Java Application Deployment,11023.0,Mapped to catalog course 'Java' (score=1.00).,5+,Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience  Leaning Objectives:  To learn about different types of XML parsers in java  Pre-requisites:  Knowledge of Java Application Deployment
120,Effective Java - General Coding Practices,Summary:  The course comprises of    Check parameters for validity   Make defensive copies when needed   Design method signatures carefully.     Objective:       To enlist essential practices to help write high quality code.   To wean the audience away from commonly used bad coding styles.     Intended Audience:  All Java Developers    Mode:  E-Learning,summary:  the course comprises of    check parameters for validity   make defensive copies when needed   design method signatures carefully.     objective:       to enlist essential practices to help write high quality code.   to wean the audience away from commonly used bad coding styles.     intended audience:  all java developers    mode:  e-learning,2.0,0.2,,,,,away from commonly used bad coding styles
122,Java Code Review Tools,Summary:  Static code analysis is an analysis of code while it is not running Writing and maintaining complicated software is a difficult task Every programming inadvertently makes mistakes.   Intended Audience:  Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience  Leaning Objectives:  Gain exposure to automated code review  Understand commonly occurring bug patterns in java code  Pre-requisites:  Knowledge of Java Application Deployment,summary:  static code analysis is an analysis of code while it is not running writing and maintaining complicated software is a difficult task every programming inadvertently makes mistakes.   intended audience:  developers of grade 5 &amp; above working in java with 2 – 6 months of experience  leaning objectives:  gain exposure to automated code review  understand commonly occurring bug patterns in java code  pre-requisites:  knowledge of java application deployment,2.0,0.2,Knowledge of Java Application Deployment,11023.0,Mapped to catalog course 'Java' (score=1.00).,5+,Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience  Leaning Objectives:  Gain exposure to automated code review  Understand commonly occurring bug patterns in java code  Pre-requisites:  Knowledge of Java Application Deployment
123,Java Exceptions - Best Practices,<p><b>Summary</b>&nbsp;<br>Exceptions provide the means to separate the details of what to do when something out of the ordinary happens from the main logic of a program</p><p><b>Objective</b></p><p>• Effective way of handling exceptions in Java applications</p><p><b>Pre-requisites</b></p><p>•&nbsp;Basic knowledge of Java Exceptions.</p><p><b>Target Audience<br></b>Developers working in Java with 2 – 6 months of experience</p><p><b>Mode&nbsp;<br></b>E-Learning &amp; Instructor Led Training</p><p><b>Duration (Minutes)<br></b>240</p><p><br></p>,<p><b>summary</b>&nbsp;<br>exceptions provide the means to separate the details of what to do when something out of the ordinary happens from the main logic of a program</p><p><b>objective</b></p><p>• effective way of handling exceptions in java applications</p><p><b>pre-requisites</b></p><p>•&nbsp;basic knowledge of java exceptions.</p><p><b>target audience<br></b>developers working in java with 2 – 6 months of experience</p><p><b>mode&nbsp;<br></b>e-learning &amp; instructor led training</p><p><b>duration (minutes)<br></b>240</p><p><br></p>,2.0,0.2,</b></p><p>•&nbsp;Basic knowledge of Java Exceptions.</p><p><b>Target Audience<br></b>Developers working in Java with 2 – 6 months of experience</p><p><b>Mode&nbsp;<br></b>E-Learning &amp; Instructor Led Training</p><p><b>Duration (Minutes)<br></b>240</p><p><br></p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,,<br></b>Developers working in Java with 2 – 6 months of experience</p><p><b>Mode&nbsp;<br></b>E-Learning &amp; Instructor Led Training</p><p><b>Duration (Minutes)<br></b>240</p><p><br></p>
124,Creating and Destroying Objects and Part 1 - Method common to all objects,"Summary:   This chapter concerns creating and destroying objects: When and how to create objects, When and how to avoid creating them, how to ensure that objects are destroyed in a timely manner and how to manage any cleanup actions that must precede object destruction.    Objective  • Improve your java coding skills. Spot existing and potential bugs quickly.    Pre-requisites  Knowledge of Java Application Development    Target Audience  Developers working in Java with 2 – 6 months of experience    Mode   E-Learning &amp; Instructor Led Training    Duration (Minutes)  240","summary:   this chapter concerns creating and destroying objects: when and how to create objects, when and how to avoid creating them, how to ensure that objects are destroyed in a timely manner and how to manage any cleanup actions that must precede object destruction.    objective  • improve your java coding skills. spot existing and potential bugs quickly.    pre-requisites  knowledge of java application development    target audience  developers working in java with 2 – 6 months of experience    mode   e-learning &amp; instructor led training    duration (minutes)  240",2.0,0.2,Knowledge of Java Application Development Target Audience Developers working in Java with 2 – 6 months of experience Mode E-Learning &amp; Instructor Led Training Duration (Minutes) 240,11023.0,Mapped to catalog course 'Java' (score=1.00).,,Developers working in Java with 2 – 6 months of experience    Mode   E-Learning &amp; Instructor Led Training    Duration (Minutes)  240
125,Classes and Interfaces and Part 2- Methods common to All Objects,"Summary    Encapsulation is a fundamental tent of software design.   Access control is one of many feature that java provider to aid information hiding.   Access control determines accessibility of classes, Interfaces and members.    Objective    • Proper coding practices while writing java classes and interfaces    • Aspects to be kept in mind while dealing with methods common to all objects in java    Pre-requisites    Knowledge of Java Application Development    Target Audience    Developers working in Java with 6 – 24 months of experience    Mode    E-Learning &amp; Instructor Led Training    Duration (Minutes)    240","summary    encapsulation is a fundamental tent of software design.   access control is one of many feature that java provider to aid information hiding.   access control determines accessibility of classes, interfaces and members.    objective    • proper coding practices while writing java classes and interfaces    • aspects to be kept in mind while dealing with methods common to all objects in java    pre-requisites    knowledge of java application development    target audience    developers working in java with 6 – 24 months of experience    mode    e-learning &amp; instructor led training    duration (minutes)    240",2.0,0.2,Knowledge of Java Application Development Target Audience Developers working in Java with 6 – 24 months of experience Mode E-Learning &amp; Instructor Led Training Duration (Minutes) 240,11023.0,Mapped to catalog course 'Java' (score=1.00).,,Developers working in Java with 6 – 24 months of experience    Mode    E-Learning &amp; Instructor Led Training    Duration (Minutes)    240
126,Refactoring basics - Java,Summary    Refactoring is the process of changing the structure of a program while maintaining all of its functionality.    Objective    • To explore the features of refactoring in eclipse    Pre-requisites    • Knowledge of Java and Eclipse IDE    Target Audience    Developers working in Java with 2 – 6 months of experience    Mode    E-Learning &amp; Instructor Led Training    Duration (Minutes)    240,summary    refactoring is the process of changing the structure of a program while maintaining all of its functionality.    objective    • to explore the features of refactoring in eclipse    pre-requisites    • knowledge of java and eclipse ide    target audience    developers working in java with 2 – 6 months of experience    mode    e-learning &amp; instructor led training    duration (minutes)    240,2.0,0.2,• Knowledge of Java and Eclipse IDE Target Audience Developers working in Java with 2 – 6 months of experience Mode E-Learning &amp; Instructor Led Training Duration (Minutes) 240,11023.0,Mapped to catalog course 'Java' (score=1.00).,,Developers working in Java with 2 – 6 months of experience    Mode    E-Learning &amp; Instructor Led Training    Duration (Minutes)    240
127,ANT –a  Building Tool,Summary    Ant is a cross platform java based build tool. Ant is written for java and implemented in java    Objective    • Learn how to build and deploy applications using Ant tool    Pre-requisites    Knowledge of Java Application Development    Target Audience    Developers working in Java with 2 – 6 months of experience    Mode    E-Learning &amp; Instructor Led Training    Duration (Minutes)    240,summary    ant is a cross platform java based build tool. ant is written for java and implemented in java    objective    • learn how to build and deploy applications using ant tool    pre-requisites    knowledge of java application development    target audience    developers working in java with 2 – 6 months of experience    mode    e-learning &amp; instructor led training    duration (minutes)    240,2.0,0.2,Knowledge of Java Application Development Target Audience Developers working in Java with 2 – 6 months of experience Mode E-Learning &amp; Instructor Led Training Duration (Minutes) 240,11023.0,Mapped to catalog course 'Java' (score=1.00).,,Developers working in Java with 2 – 6 months of experience    Mode    E-Learning &amp; Instructor Led Training    Duration (Minutes)    240
128,Hibernate - Part 1,"<p></p><h5><strong><a title=""Hibernate - Part 1"" href=""https://catalys.portal.nttdataservices.com/mod/facetoface/view.php?id=3892"">Hibernate - Part 1</a></strong></h5><p>This course is offered as both Instructor Led Training (ILT) and E-Learning. For opting the course in ILT mode refer to the calendar for available sessions in respective locations. For E-Learning, you need to go through all the modules given under e-Learning option of the course.</p><p>Note: ILT sessions are currently available for the India based employees.</p><p>Please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/MCuqpetWv4BpHOruvIb7bY/overview_page/DUGpamTvrw3V3UQDsWgZGh""><span data-teams=""true""></span></a><a aria-label=""Link Employee Service Center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">Employee Service Center</a>&nbsp;for more information.</p><p dir=""ltr""></p><p dir=""ltr""><strong>Intended Audience</strong><br>Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience.</p><p dir=""ltr""><strong>Leaning Objectives</strong><br>Learn about ORM Framework Bridge that divides between Data Models and Domain Models.<br>How very flexible configuration of Hibernate easily adaptable into wide diversity of applications.<br>How all the work in Hibernate is done through the Session object.</p><p dir=""ltr""></p><p dir=""ltr""><strong>Pre-requisites<br></strong>Knowledge of Java Application Deployment.</p><br><p></p>","<p></p><h5><strong><a title=""hibernate - part 1"" href=""https://catalys.portal.nttdataservices.com/mod/facetoface/view.php?id=3892"">hibernate - part 1</a></strong></h5><p>this course is offered as both instructor led training (ilt) and e-learning. for opting the course in ilt mode refer to the calendar for available sessions in respective locations. for e-learning, you need to go through all the modules given under e-learning option of the course.</p><p>note: ilt sessions are currently available for the india based employees.</p><p>please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/mcuqpetwv4bphoruvib7by/overview_page/dugpamtvrw3v3uqdswgzgh""><span data-teams=""true""></span></a><a aria-label=""link employee service center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">employee service center</a>&nbsp;for more information.</p><p dir=""ltr""></p><p dir=""ltr""><strong>intended audience</strong><br>developers of grade 5 &amp; above working in java with 2 – 6 months of experience.</p><p dir=""ltr""><strong>leaning objectives</strong><br>learn about orm framework bridge that divides between data models and domain models.<br>how very flexible configuration of hibernate easily adaptable into wide diversity of applications.<br>how all the work in hibernate is done through the session object.</p><p dir=""ltr""></p><p dir=""ltr""><strong>pre-requisites<br></strong>knowledge of java application deployment.</p><br><p></p>",2.0,0.2,<br></strong>Knowledge of Java Application Deployment.</p><br><p></p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,5+,</strong><br>Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience
129,Spring - DAO Module,"<p></p><p><strong>DAO pattern using Spring templates</strong></p><p>This course is offered as both Instructor Led Training (ILT) and E-Learning. For opting the course in ILT mode refer to the calendar for available sessions in respective locations. For E-Learning, you need to go through all the modules given under e-Learning option of the course.</p><p>Note: ILT sessions are currently available for the India based employees.</p><p>Please submit all training-related queries/requirements through&nbsp;<a href=""https://cloudnwcportal-b644a0cfa.us1.hana.ondemand.com/"">ASK HR</a>&nbsp;for more information.</p><p dir=""ltr""></p><p dir=""ltr""><strong>Intended Audience</strong><br>Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience.</p><p dir=""ltr""><strong>Leaning Objectives</strong><br>When IOC is applied, objects are passively given their dependencies instead of creating or looking for dependent objects for themselves</p><p dir=""ltr"">Here you learn how instead of an object looking up dependencies from a container, the container gives the dependencies to the object at instantiation without waiting to be asked .</p><p dir=""ltr"">By applying IOC code will become significantly simpler, easier to understand and easier to test .</p><p dir=""ltr""></p><p dir=""ltr""><strong>Pre-requisites<br></strong>Knowledge of Java Application Deployment.</p><br><p></p>","<p></p><p><strong>dao pattern using spring templates</strong></p><p>this course is offered as both instructor led training (ilt) and e-learning. for opting the course in ilt mode refer to the calendar for available sessions in respective locations. for e-learning, you need to go through all the modules given under e-learning option of the course.</p><p>note: ilt sessions are currently available for the india based employees.</p><p>please submit all training-related queries/requirements through&nbsp;<a href=""https://cloudnwcportal-b644a0cfa.us1.hana.ondemand.com/"">ask hr</a>&nbsp;for more information.</p><p dir=""ltr""></p><p dir=""ltr""><strong>intended audience</strong><br>developers of grade 5 &amp; above working in java with 2 – 6 months of experience.</p><p dir=""ltr""><strong>leaning objectives</strong><br>when ioc is applied, objects are passively given their dependencies instead of creating or looking for dependent objects for themselves</p><p dir=""ltr"">here you learn how instead of an object looking up dependencies from a container, the container gives the dependencies to the object at instantiation without waiting to be asked .</p><p dir=""ltr"">by applying ioc code will become significantly simpler, easier to understand and easier to test .</p><p dir=""ltr""></p><p dir=""ltr""><strong>pre-requisites<br></strong>knowledge of java application deployment.</p><br><p></p>",2.0,0.2,<br></strong>Knowledge of Java Application Deployment.</p><br><p></p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,5+,</strong><br>Developers of Grade 5 &amp; above working in Java with 2 – 6 months of experience
130,Java Serialization and Threads,"<p><strong>Summary:</strong></p><p><strong>Object Serialization</strong></p><p>This course is offered as both Instructor Led Training (ILT) and E-Learning. For opting the course in ILT mode refer to the calendar for available sessions in respective locations. For E-Learning, you need to go through all the modules given under e-Learning option of the course.</p><p>Note: ILT sessions are currently available for the India based employees.</p><p>Please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/MCuqpetWv4BpHOruvIb7bY/overview_page/DUGpamTvrw3V3UQDsWgZGh""><span data-teams=""true""></span></a><a aria-label=""Link Employee Service Center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">Employee Service Center</a>&nbsp;for more information.</p><p><strong>Intended Audience&nbsp;</strong><br>Developers of Grade 6 &amp; above working in Java from 6-12 months</p><p><strong>Learning Objectives</strong></p>Proper practices while using the Java Object Serialization API<br><br><p><strong>Pre-requisites</strong></p><p><span>Participants should be well versed with core java programming<br></span></p>","<p><strong>summary:</strong></p><p><strong>object serialization</strong></p><p>this course is offered as both instructor led training (ilt) and e-learning. for opting the course in ilt mode refer to the calendar for available sessions in respective locations. for e-learning, you need to go through all the modules given under e-learning option of the course.</p><p>note: ilt sessions are currently available for the india based employees.</p><p>please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/mcuqpetwv4bphoruvib7by/overview_page/dugpamtvrw3v3uqdswgzgh""><span data-teams=""true""></span></a><a aria-label=""link employee service center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">employee service center</a>&nbsp;for more information.</p><p><strong>intended audience&nbsp;</strong><br>developers of grade 6 &amp; above working in java from 6-12 months</p><p><strong>learning objectives</strong></p>proper practices while using the java object serialization api<br><br><p><strong>pre-requisites</strong></p><p><span>participants should be well versed with core java programming<br></span></p>",2.0,0.2,</strong></p><p><span>Participants should be well versed with core java programming<br></span></p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,6+,&nbsp;</strong><br>Developers of Grade 6 &amp; above working in Java from 6-12 months</p><p><strong>Learning Objectives</strong></p>Proper practices while using the Java Object Serialization API<br><br><p><strong>Pre-requisites</strong></p><p><span>Participants should be well versed with core java programming<br></span></p>
132,Java Profiling,<p><strong>Summary:<br></strong>A profiler is a performance analysis tool that measures the behaviour of a program as it runs particularly the frequency and duration of function calls</p><p></p><p><strong>Intended Audience:</strong><br>Developers of Grade 6 &amp; above working in Java from 6-12 months</p><p></p><p></p><p></p><p><strong>Learning Objectives:</strong></p><p></p><ul><li>Identifies Code Issues</li><li>Improves Maintainability</li><li>Improves Code Quality</li><li>Improves Developer productivity</li></ul><p></p><p><strong>Pre-requisites:<br></strong>Participants should be well versed with core java programming</p>,<p><strong>summary:<br></strong>a profiler is a performance analysis tool that measures the behaviour of a program as it runs particularly the frequency and duration of function calls</p><p></p><p><strong>intended audience:</strong><br>developers of grade 6 &amp; above working in java from 6-12 months</p><p></p><p></p><p></p><p><strong>learning objectives:</strong></p><p></p><ul><li>identifies code issues</li><li>improves maintainability</li><li>improves code quality</li><li>improves developer productivity</li></ul><p></p><p><strong>pre-requisites:<br></strong>participants should be well versed with core java programming</p>,2.0,0.2,<br></strong>Participants should be well versed with core java programming</p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,6+,</strong><br>Developers of Grade 6 &amp; above working in Java from 6-12 months</p><p></p><p></p><p></p><p><strong>Learning Objectives:</strong></p><p></p><ul><li>Identifies Code Issues</li><li>Improves Maintainability</li><li>Improves Code Quality</li><li>Improves Developer productivity</li></ul><p></p><p><strong>Pre-requisites:<br></strong>Participants should be well versed with core java programming</p>
133,Java Test driven Development - Part1,"<p><b><span times="""" new="""" roman"";="""" calibri;="""" en-in;""="""">Summary:<br></span></b><span times="""" new="""" roman"";="""" calibri;="""" en-in;""="""">Test-driven development (TDD) is a software development process that relies on the repetition of a very short development cycle: first the developer writes a falling automated test case that defines a desired improvement or new function, then produces code to pass that test and finally refactors the new code to acceptable standards<br><br></span></p><p><b>Objective</b></p><p></p><p></p><p></p><p></p><p></p><p>• To write a clean code that works</p><p></p><p></p><p></p><p></p><p></p><p>• To write a test that will use the methods you haven’t even written yet</p><p></p><p></p><p></p><p></p><p></p><p><b>Pre-requisites</b><b>&nbsp;</b></p><p></p><p></p><p></p><p></p><p></p><p>•&nbsp;Knowledge of Java and Junit.</p><p></p><p></p><p></p><p></p><p></p><p><b>Target Audience</b></p><p></p><p></p><p></p><p></p><p></p><p>Developers of Grade 6 &amp; above working in Java with 2 – 6 months of experience</p><p></p><p></p><p></p><p></p><p></p><p><b>Mode</b></p><p></p><p></p><p></p><p></p><p></p><p>E-Learning &amp; Instructor Led Training</p><p></p><p></p><p></p><p></p><p></p><p><b>Duration (Minutes)</b></p><p></p><p></p><p></p><p></p><p></p><p>240</p>","<p><b><span times="""" new="""" roman"";="""" calibri;="""" en-in;""="""">summary:<br></span></b><span times="""" new="""" roman"";="""" calibri;="""" en-in;""="""">test-driven development (tdd) is a software development process that relies on the repetition of a very short development cycle: first the developer writes a falling automated test case that defines a desired improvement or new function, then produces code to pass that test and finally refactors the new code to acceptable standards<br><br></span></p><p><b>objective</b></p><p></p><p></p><p></p><p></p><p></p><p>• to write a clean code that works</p><p></p><p></p><p></p><p></p><p></p><p>• to write a test that will use the methods you haven’t even written yet</p><p></p><p></p><p></p><p></p><p></p><p><b>pre-requisites</b><b>&nbsp;</b></p><p></p><p></p><p></p><p></p><p></p><p>•&nbsp;knowledge of java and junit.</p><p></p><p></p><p></p><p></p><p></p><p><b>target audience</b></p><p></p><p></p><p></p><p></p><p></p><p>developers of grade 6 &amp; above working in java with 2 – 6 months of experience</p><p></p><p></p><p></p><p></p><p></p><p><b>mode</b></p><p></p><p></p><p></p><p></p><p></p><p>e-learning &amp; instructor led training</p><p></p><p></p><p></p><p></p><p></p><p><b>duration (minutes)</b></p><p></p><p></p><p></p><p></p><p></p><p>240</p>",2.0,0.2,</b><b>&nbsp;</b></p><p></p><p></p><p></p><p></p><p></p><p>•&nbsp;Knowledge of Java and Junit.</p><p></p><p></p><p></p><p></p><p></p><p><b>Target Audience</b></p><p></p><p></p><p></p><p></p><p></p><p>Developers of Grade 6 &amp; above working in Java with 2 – 6 months of experience</p><p></p><p></p><p></p><p></p><p></p><p><b>Mode</b></p><p></p><p></p><p></p><p></p><p></p><p>E-Learning &amp; Instructor Led Training</p><p></p><p></p><p></p><p></p><p></p><p><b>Duration (Minutes)</b></p><p></p><p></p><p></p><p></p><p></p><p>240</p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,6+,</b></p><p></p><p></p><p></p><p></p><p></p><p>Developers of Grade 6 &amp; above working in Java with 2 – 6 months of experience</p><p></p><p></p><p></p><p></p><p></p><p><b>Mode</b></p><p></p><p></p><p></p><p></p><p></p><p>E-Learning &amp; Instructor Led Training</p><p></p><p></p><p></p><p></p><p></p><p><b>Duration (Minutes)</b></p><p></p><p></p><p></p><p></p><p></p><p>240</p>
134,Struts 1.3,<p><b>Summary:</b></p><p><strong>Struts 1.3</strong></p><p>The Apache Struts web framework is a free open-source solution for creating Java web applications. Web applications differ from conventional websites in that web applications can create a dynamic response. Many websites deliver only static pages. A web application can interact with databases and business logic engines to customize a response.</p><p><strong>Intended Audience</strong><br>Developers of Grade 6 &amp; above working in Java with 6 – 24 months of experience</p><p><strong>Learning Objectives</strong><br>To aid developers to build Web Applications quickly and easily with the best possible use of Struts framework.</p><p><strong>Pre-requisites</strong><br>Experience in web applications development using java.</p>,<p><b>summary:</b></p><p><strong>struts 1.3</strong></p><p>the apache struts web framework is a free open-source solution for creating java web applications. web applications differ from conventional websites in that web applications can create a dynamic response. many websites deliver only static pages. a web application can interact with databases and business logic engines to customize a response.</p><p><strong>intended audience</strong><br>developers of grade 6 &amp; above working in java with 6 – 24 months of experience</p><p><strong>learning objectives</strong><br>to aid developers to build web applications quickly and easily with the best possible use of struts framework.</p><p><strong>pre-requisites</strong><br>experience in web applications development using java.</p>,2.0,0.2,</strong><br>Experience in web applications development using java.</p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,6+,</strong><br>Developers of Grade 6 &amp; above working in Java with 6 – 24 months of experience</p><p><strong>Learning Objectives</strong><br>To aid developers to build Web Applications quickly and easily with the best possible use of Struts framework
135,Spring MVC Module,"<p><b>Summary:</b></p><p><b>Spring MVC</b></p><p>This course is offered as E-Learning. For E-Learning, you need to go through all the modules given under e-Learning option of the course.</p><p>Please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/MCuqpetWv4BpHOruvIb7bY/overview_page/DUGpamTvrw3V3UQDsWgZGh""><span data-teams=""true""></span></a><a aria-label=""Link Employee Service Center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">Employee Service Center</a>&nbsp;for more information.</p><p><strong>Intended Audience</strong><br>Developers of Grade 6 &amp; above working in Java with 6 – 24 months of experience</p><p><strong>LearningObjectives</strong></p><p>•Spring MVC allows to build applications as per MVC model 2</p><p>•Provides clear separation of different roles like controller, validator, view resolver etc.</p><p>•Provides easy configuration of components through application context xml</p><p><strong>Pre-requisites</strong></p><p>Spring – IOC</p>","<p><b>summary:</b></p><p><b>spring mvc</b></p><p>this course is offered as e-learning. for e-learning, you need to go through all the modules given under e-learning option of the course.</p><p>please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/mcuqpetwv4bphoruvib7by/overview_page/dugpamtvrw3v3uqdswgzgh""><span data-teams=""true""></span></a><a aria-label=""link employee service center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">employee service center</a>&nbsp;for more information.</p><p><strong>intended audience</strong><br>developers of grade 6 &amp; above working in java with 6 – 24 months of experience</p><p><strong>learningobjectives</strong></p><p>•spring mvc allows to build applications as per mvc model 2</p><p>•provides clear separation of different roles like controller, validator, view resolver etc.</p><p>•provides easy configuration of components through application context xml</p><p><strong>pre-requisites</strong></p><p>spring – ioc</p>",2.0,0.2,</strong></p><p>Spring – IOC</p>,14094.0,Mapped to catalog course 'TRO' (score=1.00).,6+,"</strong><br>Developers of Grade 6 &amp; above working in Java with 6 – 24 months of experience</p><p><strong>LearningObjectives</strong></p><p>•Spring MVC allows to build applications as per MVC model 2</p><p>•Provides clear separation of different roles like controller, validator, view resolver etc"
136,EJB 3.0 - Introduction to session beans,"<p><strong>Summary:</strong></p><p><strong>EJB 3.0 – Session Beans</strong></p><p>This course is offered as both Instructor Led Training (ILT) and E-Learning. For opting the course in ILT mode refer to the calendar for available sessions in respective locations. For E-Learning, you need to go through all the modules given under e-Learning option of the course.</p><p>Note: ILT sessions are currently available for the India based employees.</p><p>Please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/MCuqpetWv4BpHOruvIb7bY/overview_page/DUGpamTvrw3V3UQDsWgZGh""><span data-teams=""true""></span></a><a aria-label=""Link Employee Service Center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">Employee Service Center</a>&nbsp;for more information.</p><p><strong>Intended Audience&nbsp;</strong><br>Developers of Grade 6 &amp; above working in Java with 6 – 12 months of experience</p><p><strong>Learning Objectives</strong></p><p>· How EJB 3.0 makes another promising attempt to reduce EJB's complexity for developers</p><p>· Learn conceptual importance of Annotation and Dependency Injection.</p><p>· How business logic processing is carried out by two component types: session beans and message-driven beans.</p><p>· How the persistence provider manage the Entity beans through the Entity Manager interface</p><p>· Sample application development and deployment</p><p><strong>Pre-requisites&nbsp;</strong><br>Java programming</p>","<p><strong>summary:</strong></p><p><strong>ejb 3.0 – session beans</strong></p><p>this course is offered as both instructor led training (ilt) and e-learning. for opting the course in ilt mode refer to the calendar for available sessions in respective locations. for e-learning, you need to go through all the modules given under e-learning option of the course.</p><p>note: ilt sessions are currently available for the india based employees.</p><p>please submit all training-related queries/requirements through&nbsp;<a href=""https://jam8.sapjam.com/groups/mcuqpetwv4bphoruvib7by/overview_page/dugpamtvrw3v3uqdswgzgh""><span data-teams=""true""></span></a><a aria-label=""link employee service center"" id=""menur5b9"" href=""https://nttlimitedinternal.service-now.com/sp"" rel=""noreferrer noopener"" target=""_blank"" title=""https://nttlimitedinternal.service-now.com/sp"">employee service center</a>&nbsp;for more information.</p><p><strong>intended audience&nbsp;</strong><br>developers of grade 6 &amp; above working in java with 6 – 12 months of experience</p><p><strong>learning objectives</strong></p><p>· how ejb 3.0 makes another promising attempt to reduce ejb's complexity for developers</p><p>· learn conceptual importance of annotation and dependency injection.</p><p>· how business logic processing is carried out by two component types: session beans and message-driven beans.</p><p>· how the persistence provider manage the entity beans through the entity manager interface</p><p>· sample application development and deployment</p><p><strong>pre-requisites&nbsp;</strong><br>java programming</p>",2.0,0.2,&nbsp;</strong><br>Java programming</p>,11023.0,Mapped to catalog course 'Java' (score=1.00).,6+,&nbsp;</strong><br>Developers of Grade 6 &amp; above working in Java with 6 – 12 months of experience</p><p><strong>Learning Objectives</strong></p><p>· How EJB 3
